Dates;RH1;RH2;RH3;T;Label
19/06/2019 18:00;27.9;23.414;36.2222;26.59;26.36
19/06/2019 18:10;28.0;25.262;33.6;26.69;25.59
19/06/2019 18:20;28.1;25.554;30.2222;25.67;25.29
19/06/2019 18:30;26.7;25.82;30.0;24.97;26.57
19/06/2019 18:40;27.0;26.2;29.4;24.49;26.14
19/06/2019 18:50;27.2;26.744;30.0;23.69;26.44
19/06/2019 19:00;28.2;26.9829;31.2222;23.44;26.8
19/06/2019 19:10;29.9;27.6178;33.0;22.9;27.82
19/06/2019 19:20;31.0;28.5737;33.1111;22.22;29.82
19/06/2019 19:30;31.6;34.4967;33.3333;21.65;30.94
19/06/2019 19:40;32.3;37.6075;35.8;21.28;31.24
19/06/2019 19:50;33.1;40.485;39.0;19.64;37.58
19/06/2019 20:00;34.6;42.121;38.8889;18.45;41.27
19/06/2019 20:10;35.0;44.57;41.6;17.54;44.29
19/06/2019 20:20;36.0;45.267;45.6667;16.89;47.43
19/06/2019 20:30;38.2;47.782;46.1111;16.39;48.47
19/06/2019 20:40;40.1;49.803;46.6;16.11;48.32
19/06/2019 20:50;42.4;50.67;47.5;15.72;48.81
19/06/2019 21:00;43.9;51.807;48.8333;15.28;50.46
19/06/2019 21:10;44.7;53.748;49.4;15.06;50.83
19/06/2019 21:20;45.3;53.939;51.0;14.63;51.78
19/06/2019 21:30;48.0;55.468;51.2222;14.5;52.32
19/06/2019 21:40;48.6;56.101;52.4;13.95;54.55
19/06/2019 21:50;50.2;57.851;53.0;13.75;55.72
19/06/2019 22:00;51.0;58.586;54.5556;13.43;56.81
19/06/2019 22:10;52.0;58.854;55.1;13.13;57.48
19/06/2019 22:20;53.2;59.941;56.6667;12.97;58.32
19/06/2019 22:30;53.5;61.052;58.875;12.61;59.94
19/06/2019 22:40;56.4;61.971;59.8;12.31;61.2
19/06/2019 22:50;57.5;62.191;60.4444;12.13;62.0
19/06/2019 23:00;58.1;63.62;61.1111;12.04;62.34
19/06/2019 23:10;59.5;64.632;61.8;11.75;63.78
19/06/2019 23:20;59.5;65.747;63.5556;11.52;64.63
19/06/2019 23:30;61.3;65.896;65.1111;11.33;65.02
19/06/2019 23:40;62.6;67.67;67.0;11.06;66.65
19/06/2019 23:50;63.8;68.399;67.7778;10.83;67.93
20/06/2019 00:00;64.4;69.2556;68.6667;10.7;68.14
20/06/2019 00:10;64.4;69.7786;69.2;10.66;68.52
20/06/2019 00:20;65.9;69.9938;69.7778;10.46;69.34
20/06/2019 00:30;67.2;70.1738;70.0;10.33;70.37
20/06/2019 00:40;68.0;70.743;70.9;10.1;71.77
20/06/2019 00:50;69.0;71.949;71.0;10.13;72.03
20/06/2019 01:00;70.0;73.013;71.7778;9.97;72.42
20/06/2019 01:10;71.0;73.389;72.6;9.86;73.7
20/06/2019 01:20;71.7;73.197;73.5556;9.71;74.39
20/06/2019 01:30;72.5;73.683;73.7778;9.53;75.58
20/06/2019 01:40;74.1;72.905;74.5;9.5;76.31
20/06/2019 01:50;74.6;75.113;75.3333;9.37;77.1
20/06/2019 02:00;74.7;75.4678;77.0;9.17;77.54
20/06/2019 02:10;75.4;76.9538;78.0;9.12;78.25
20/06/2019 02:20;75.3;78.1711;78.8889;8.84;79.91
20/06/2019 02:30;76.9;78.61;79.8889;8.7;79.88
20/06/2019 02:40;76.5;78.1188;80.8;8.62;80.9
20/06/2019 02:50;77.0;79.148;81.0;8.68;81.9
20/06/2019 03:00;77.1;80.457;80.7778;8.68;80.9
20/06/2019 03:10;77.9;80.056;80.1;8.59;81.4
20/06/2019 03:20;78.4;79.919;80.7778;8.55;82.0
20/06/2019 03:30;79.6;81.485;81.0;8.44;82.0
20/06/2019 03:40;80.7;81.664;81.0;8.33;82.6
20/06/2019 03:50;81.0;80.859;81.4444;8.27;83.0
20/06/2019 04:00;82.0;80.424;82.0;8.36;83.2
20/06/2019 04:10;82.0;81.805;82.9;8.4;83.2
20/06/2019 04:20;82.5;83.7;83.8889;8.53;82.9
20/06/2019 04:30;83.0;84.5833;84.0;8.48;82.9
20/06/2019 04:40;82.4;84.12;83.7;8.54;83.2
20/06/2019 04:50;82.0;83.915;83.2222;8.94;82.4
20/06/2019 05:00;81.3;84.917;84.6667;9.2;82.7
20/06/2019 05:10;79.7;85.561;84.0;10.38;78.75
20/06/2019 05:20;77.6;84.658;83.6667;11.43;74.38
20/06/2019 05:30;76.3;84.66;84.0;12.58;71.4
20/06/2019 05:40;74.8;83.475;84.8;14.5;63.69
20/06/2019 05:50;70.9;77.519;83.3333;14.29;64.47
20/06/2019 06:00;68.7;73.21;82.0;14.7;62.85
20/06/2019 06:10;67.7;71.479;79.0;15.48;60.77
20/06/2019 06:20;65.1;69.356;74.0;15.46;60.74
20/06/2019 06:30;65.1;67.212;68.5556;15.98;58.4
20/06/2019 06:40;63.8;64.914;66.7;16.05;58.45
20/06/2019 06:50;64.3;62.886;67.7778;16.01;59.88
20/06/2019 07:00;64.625;62.312;67.8889;16.6;58.35
20/06/2019 07:10;60.25;61.023;61.6;19.03;48.85
20/06/2019 07:20;55.5556;55.013;60.8889;19.11;48.11
20/06/2019 07:30;55.3333;51.553;65.3333;19.69;48.29
20/06/2019 07:40;54.3333;51.319;63.1;20.58;45.48
20/06/2019 07:50;53.3333;50.06;60.6667;20.94;46.41
20/06/2019 08:00;55.2857;47.944;57.7778;20.29;50.37
20/06/2019 08:10;53.0;46.591;54.2;22.52;43.98
20/06/2019 08:20;51.7778;44.502;54.3333;23.12;42.78
20/06/2019 08:30;50.5;42.871;52.4444;21.41;48.05
20/06/2019 08:40;47.2;40.916;49.6;22.03;45.83
20/06/2019 08:50;46.0;39.012;46.4444;22.1;42.48
20/06/2019 09:00;43.1;38.533;45.2222;23.14;40.42
20/06/2019 09:10;41.6;37.713;44.9;24.23;39.11
20/06/2019 09:20;39.4;34.727;42.3333;24.29;37.02
20/06/2019 09:30;36.7;34.173;40.8889;24.9;35.71
20/06/2019 09:40;35.7;31.951;38.5;25.67;34.15
20/06/2019 09:50;34.6;29.727;38.7778;26.52;31.62
20/06/2019 10:00;34.0;28.282;39.0;25.9;34.76
20/06/2019 10:10;34.3;27.885;36.8;26.43;32.98
20/06/2019 10:20;34.1;28.766;35.4444;26.54;31.13
20/06/2019 10:30;31.9;29.088;34.7778;27.05;29.76
20/06/2019 10:40;28.2;29.256;32.1;27.89;27.32
20/06/2019 10:50;27.6;27.182;32.5556;27.56;25.49
20/06/2019 11:00;25.1;25.263;28.2222;27.36;26.38
20/06/2019 11:10;25.1;25.684;25.4;28.09;23.23
20/06/2019 11:20;26.4;25.445;26.1111;28.43;24.09
20/06/2019 11:30;25.8;24.197;25.4444;28.61;24.61
20/06/2019 11:40;25.8;24.261;26.3;28.76;24.16
20/06/2019 11:50;26.0;23.732;28.0;29.39;25.11
20/06/2019 12:00;25.8;23.564;26.6667;28.99;24.23
20/06/2019 12:10;25.6;23.364;27.1;29.62;24.61
20/06/2019 12:20;25.4;24.029;27.4444;30.49;24.34
20/06/2019 12:30;25.4;22.818;27.5556;30.07;24.76
20/06/2019 12:40;25.9;23.049;27.1;30.14;24.31
20/06/2019 12:50;25.9;23.274;28.1111;29.97;24.82
20/06/2019 13:00;25.8;22.94;25.8889;30.06;23.92
20/06/2019 13:10;26.1;23.446;27.4;30.08;23.92
20/06/2019 13:20;26.3;23.284;28.2222;30.1;25.22
20/06/2019 13:30;26.0;22.728;29.0;31.03;24.14
20/06/2019 13:40;26.8;23.95;29.5;30.11;25.58
20/06/2019 13:50;26.1;23.282;27.7778;30.39;24.55
20/06/2019 14:00;26.5;23.636;28.4444;30.95;24.9
20/06/2019 14:10;26.8;23.0867;28.2;30.95;25.83
20/06/2019 14:20;27.0;23.54;30.2222;30.96;26.0
20/06/2019 14:30;27.8;23.9667;30.4444;30.96;25.94
20/06/2019 14:40;27.7;24.832;31.6;30.95;26.19
20/06/2019 14:50;27.5;25.807;31.6667;30.47;26.12
20/06/2019 15:00;28.0;26.31;34.5556;29.94;27.87
20/06/2019 15:10;28.0;25.406;32.4;30.73;26.23
20/06/2019 15:20;28.0;25.773;32.7778;30.92;28.66
20/06/2019 15:30;29.3;26.256;37.125;30.16;29.81
20/06/2019 15:40;30.1;27.535;37.75;29.63;30.25
20/06/2019 15:50;31.5;28.458;39.8333;30.14;29.4
20/06/2019 16:00;32.1;30.251;39.8571;29.39;31.41
20/06/2019 16:10;32.8;31.79;39.1111;29.57;32.46
20/06/2019 16:20;33.0;31.205;39.7778;29.56;31.98
20/06/2019 16:30;33.0;31.209;37.0;29.67;31.08
20/06/2019 16:40;31.8;30.572;37.25;29.56;30.55
20/06/2019 16:50;31.6;30.911;36.6667;29.81;32.13
20/06/2019 17:00;32.4;33.15;42.2222;28.95;33.95
20/06/2019 17:10;34.3;34.935;46.4;28.78;35.32
20/06/2019 17:20;37.8;36.321;46.7778;28.43;36.86
20/06/2019 17:30;40.2;36.394;45.2222;28.0;38.75
20/06/2019 17:40;38.3333;37.042;48.2;27.72;39.4
20/06/2019 17:50;39.125;38.686;47.4444;27.4;41.76
20/06/2019 18:00;40.8889;40.011;49.0;27.13;44.78
20/06/2019 18:10;41.75;42.522;52.9;26.91;45.92
20/06/2019 18:20;46.5;44.27;53.5556;26.7;46.64
20/06/2019 18:30;49.125;45.911;53.1111;26.54;48.14
20/06/2019 18:40;51.0;48.073;53.7;26.12;51.68
20/06/2019 18:50;52.8;49.71;55.5556;25.78;53.64
20/06/2019 19:00;54.7;51.38;56.3333;25.47;55.07
20/06/2019 19:10;56.2;53.342;58.3;25.03;56.7
20/06/2019 19:20;57.8;54.54;59.0;24.79;57.12
20/06/2019 19:30;58.8;55.2125;60.1111;24.5;57.96
20/06/2019 19:40;59.4;56.235;61.3;24.24;58.98
20/06/2019 19:50;60.5;57.3;63.1111;23.78;59.45
20/06/2019 20:00;61.9;58.2444;63.5556;23.45;60.44
20/06/2019 20:10;63.3;58.59;64.3;23.15;61.29
20/06/2019 20:20;64.1;59.031;65.3333;23.0;61.54
20/06/2019 20:30;65.5;60.443;65.3333;22.68;62.18
20/06/2019 20:40;66.0;61.016;65.0;22.59;62.21
20/06/2019 20:50;66.0;61.858;65.7778;22.29;63.59
20/06/2019 21:00;66.0;61.783;67.0;22.12;64.44
20/06/2019 21:10;66.8;62.409;67.1111;22.06;65.0
20/06/2019 21:20;67.2;62.909;67.0;21.98;65.06
20/06/2019 21:30;67.9;63.8412;68.1429;21.78;65.68
20/06/2019 21:40;68.2;67.4875;69.375;21.25;67.23
20/06/2019 21:50;69.1;68.4467;70.5714;19.99;72.24
20/06/2019 22:00;70.4;72.1644;73.0;19.65;73.74
20/06/2019 22:10;71.1;72.0389;74.7778;19.41;75.19
20/06/2019 22:20;72.0;74.4722;75.3333;19.37;74.42
20/06/2019 22:30;72.5;74.0638;76.4444;19.23;76.17
20/06/2019 22:40;73.5;74.72;77.9;19.0;76.8
20/06/2019 22:50;75.0;76.289;78.7778;19.02;75.95
20/06/2019 23:00;75.8;76.141;79.0;18.98;75.63
20/06/2019 23:10;75.5;76.745;77.8;18.87;75.97
20/06/2019 23:20;76.0;76.552;78.8889;18.69;76.77
20/06/2019 23:30;76.2;77.692;78.6667;18.47;77.67
20/06/2019 23:40;77.7;79.016;79.3;18.19;78.77
20/06/2019 23:50;78.9;78.952;80.5556;18.14;79.21
21/06/2019 00:00;79.3;81.254;80.7778;18.11;80.4
21/06/2019 00:10;79.8;80.506;79.4;18.09;79.68
21/06/2019 00:20;80.8;80.795;79.2222;17.98;80.6
21/06/2019 00:30;81.1;79.985;80.1111;17.53;82.0
21/06/2019 00:40;81.3;81.145;81.3;17.41;82.7
21/06/2019 00:50;81.7;83.093;82.5556;17.5;84.0
21/06/2019 01:00;83.0;83.477;83.4444;17.3;84.1
21/06/2019 01:10;83.3;84.703;84.9;16.88;85.7
21/06/2019 01:20;84.5;84.797;85.5556;16.55;87.1
21/06/2019 01:30;85.4;85.98;86.0;16.52;87.9
21/06/2019 01:40;85.0;85.551;87.0;16.32;88.2
21/06/2019 01:50;85.4;84.759;87.1111;16.08;89.5
21/06/2019 02:00;86.1;86.284;88.0;15.66;89.7
21/06/2019 02:10;87.4;86.879;89.4444;15.44;90.6
21/06/2019 02:20;87.9;86.484;90.1429;15.33;91.3
21/06/2019 02:30;87.7;87.443;90.1429;15.2;91.6
21/06/2019 02:40;87.8;87.356;90.0;15.06;91.6
21/06/2019 02:50;88.1;87.739;90.0;14.9;91.7
21/06/2019 03:00;88.4;88.069;90.0;14.74;91.8
21/06/2019 03:10;88.8;87.695;90.0;14.63;91.8
21/06/2019 03:20;89.2;87.031;90.0;14.48;91.9
21/06/2019 03:30;88.9;87.681;90.0;14.36;92.1
21/06/2019 03:40;89.3;88.049;90.3;14.39;92.6
21/06/2019 03:50;89.5;87.815;91.0;14.24;92.5
21/06/2019 04:00;90.3;87.648;91.0;14.29;92.6
21/06/2019 04:10;91.0;87.541;90.5;14.37;92.7
21/06/2019 04:20;91.2;88.117;91.5556;14.57;92.6
21/06/2019 04:30;91.8;89.05;91.8889;14.61;92.4
21/06/2019 04:40;92.0;89.296;92.1;14.65;92.4
21/06/2019 04:50;91.3;87.404;92.4444;15.23;92.0
21/06/2019 05:00;91.1;81.674;93.6667;15.78;90.8
21/06/2019 05:10;90.6;80.34;94.125;16.97;85.8
21/06/2019 05:20;89.9;81.901;95.2857;17.84;82.2
21/06/2019 05:30;88.6;83.532;95.7143;18.07;82.4
21/06/2019 05:40;86.9;83.88;94.4;18.2;81.8
21/06/2019 05:50;84.7;84.2587;92.3333;18.36;82.2
21/06/2019 06:00;83.4;84.452;89.0;18.51;81.0
21/06/2019 06:10;83.2;84.141;82.7;18.45;81.7
21/06/2019 06:20;83.0;82.511;80.5556;19.0;80.2
21/06/2019 06:30;82.8;80.13;80.0;19.23;79.51
21/06/2019 06:40;81.6;78.3267;80.2;19.3;78.54
21/06/2019 06:50;81.0;77.7389;78.5556;19.83;75.0
21/06/2019 07:00;78.6;75.8637;75.8571;19.97;73.15
21/06/2019 07:10;77.1;75.0037;73.4;20.14;72.9
21/06/2019 07:20;75.7;74.9589;71.7778;20.26;73.63
21/06/2019 07:30;75.3;73.1844;72.0;20.66;70.34
21/06/2019 07:40;72.6;70.191;69.3;20.98;67.0
21/06/2019 07:50;69.6;67.457;66.2222;21.71;63.18
21/06/2019 08:00;65.8;63.235;63.3333;22.42;61.08
21/06/2019 08:10;62.1;61.555;60.0;22.07;61.25
21/06/2019 08:20;58.3;61.633;60.2222;22.82;59.42
21/06/2019 08:30;55.7;59.953;59.0;22.99;58.5
21/06/2019 08:40;55.9;58.973;58.2;24.15;55.36
21/06/2019 08:50;55.3;56.038;55.8889;23.79;56.18
21/06/2019 09:00;53.4;53.937;55.3333;24.04;52.37
21/06/2019 09:10;52.6;52.394;52.2;24.61;50.66
21/06/2019 09:20;50.7;51.676;49.7778;24.93;50.06
21/06/2019 09:30;50.8;48.467;50.8889;25.21;48.78
21/06/2019 09:40;49.7;49.044;48.2;25.88;47.65
21/06/2019 09:50;49.5;48.437;48.6667;25.6;47.77
21/06/2019 10:00;47.9;48.566;49.0;26.28;46.95
21/06/2019 10:10;48.1;47.718;47.4;26.37;47.6
21/06/2019 10:20;48.1;47.2633;47.7778;26.91;45.91
21/06/2019 10:30;48.0;45.7675;46.7778;27.11;46.11
21/06/2019 10:40;46.6;45.0522;49.3;27.51;44.03
21/06/2019 10:50;46.6;44.9233;50.4444;28.16;43.36
21/06/2019 11:00;45.0;43.305;46.1111;27.92;43.32
21/06/2019 11:10;43.4;41.729;45.3;28.53;41.13
21/06/2019 11:20;42.1;41.493;45.7778;28.72;40.68
21/06/2019 11:30;41.8;38.745;44.6667;28.61;39.43
21/06/2019 11:40;40.5;38.358;44.3;29.0;38.63
21/06/2019 11:50;40.1;37.899;48.2222;29.61;36.2
21/06/2019 12:00;39.7;37.996;46.4444;30.2;36.55
21/06/2019 12:10;38.6;37.585;36.3;29.84;35.84
21/06/2019 12:20;37.6;36.861;38.1111;30.29;34.63
21/06/2019 12:30;37.2;35.982;43.375;29.75;35.13
21/06/2019 12:40;38.0;36.114;45.6667;29.73;36.37
21/06/2019 12:50;38.4;35.348;48.875;30.51;36.02
21/06/2019 13:00;37.5;34.731;49.25;30.32;36.96
21/06/2019 13:10;37.2;33.028;50.2222;29.98;37.49
21/06/2019 13:20;37.5;32.2656;51.7143;29.35;39.02
21/06/2019 13:30;38.2;31.8475;47.0;28.86;40.58
21/06/2019 13:40;38.9;33.07;49.75;28.79;40.18
21/06/2019 13:50;39.5;37.7625;52.4286;28.97;39.93
21/06/2019 14:00;40.875;39.1189;50.5556;28.66;42.84
21/06/2019 14:10;42.5556;41.66;48.9;28.73;43.02
21/06/2019 14:20;42.8889;41.913;46.8889;29.47;45.0
21/06/2019 14:30;45.7778;43.723;48.3333;28.38;48.75
21/06/2019 14:40;49.625;47.585;51.3;28.08;50.65
21/06/2019 14:50;51.25;48.871;52.2222;26.98;51.8
21/06/2019 15:00;50.6667;48.573;50.4444;26.69;52.13
21/06/2019 15:10;52.5;48.902;51.8;26.58;52.62
21/06/2019 15:20;53.4444;48.493;53.6667;26.41;52.79
21/06/2019 15:30;54.3333;48.84;54.0;26.43;53.01
21/06/2019 15:40;53.4444;51.033;56.4;25.52;56.24
21/06/2019 15:50;55.2222;53.177;57.6667;26.09;54.46
21/06/2019 16:00;55.4286;51.573;57.5556;26.22;54.21
21/06/2019 16:10;56.375;52.14;57.4;26.11;54.15
21/06/2019 16:20;56.4444;51.776;57.3333;25.96;54.6
21/06/2019 16:30;56.3333;51.842;56.4444;26.03;54.67
21/06/2019 16:40;56.125;52.25;57.4;25.96;55.01
21/06/2019 16:50;55.3;51.918;60.0;25.86;55.78
21/06/2019 17:00;55.9;50.98;59.6667;26.09;54.25
21/06/2019 17:10;56.1;51.156;60.1;26.14;55.01
21/06/2019 17:20;56.8;51.379;61.3333;26.25;54.87
21/06/2019 17:30;57.0;52.099;61.8889;25.92;55.23
21/06/2019 17:40;58.3;52.909;63.1;25.33;57.69
21/06/2019 17:50;59.1;53.627;64.4444;25.16;58.93
21/06/2019 18:00;60.2;54.81;65.4444;25.03;59.03
21/06/2019 18:10;61.7;56.325;66.6;24.75;59.59
21/06/2019 18:20;62.8;57.489;67.2222;24.38;61.15
21/06/2019 18:30;63.2;58.36;68.2222;24.03;62.32
21/06/2019 18:40;64.5;59.044;69.1111;23.76;63.41
21/06/2019 18:50;66.5;60.29;70.1429;23.41;64.79
21/06/2019 19:00;68.3;62.136;71.3333;23.03;66.45
21/06/2019 19:10;69.6;64.046;72.7778;22.68;68.2
21/06/2019 19:20;70.8;65.564;73.8889;22.38;69.4
21/06/2019 19:30;72.0;66.77;74.6667;22.11;70.49
21/06/2019 19:40;73.0;67.823;75.5;21.9;71.35
21/06/2019 19:50;73.3;68.45;76.8889;21.63;72.43
21/06/2019 20:00;74.5;69.423;78.3333;21.58;72.64
21/06/2019 20:10;75.2;70.925;79.0;21.37;73.2
21/06/2019 20:20;76.6;71.493;79.4444;21.18;73.89
21/06/2019 20:30;77.7;71.831;80.2222;20.95;75.24
21/06/2019 20:40;79.1;72.11;81.1;20.86;76.36
21/06/2019 20:50;80.3;72.838;82.0;20.67;77.0
21/06/2019 21:00;81.6;74.454;82.0;20.17;78.6
21/06/2019 21:10;82.0;74.7;81.5;20.23;79.63
21/06/2019 21:20;82.0;75.212;81.5556;20.23;79.16
21/06/2019 21:30;81.3;75.398;81.0;20.23;78.9
21/06/2019 21:40;80.2;75.805;79.9;20.24;78.72
21/06/2019 21:50;80.0;76.624;79.0;20.2;78.83
21/06/2019 22:00;80.0;77.743;79.2222;20.24;78.86
21/06/2019 22:10;80.0;79.144;80.6;19.9;79.96
21/06/2019 22:20;80.8;78.984;81.7778;19.53;81.9
21/06/2019 22:30;81.4;80.477;83.5556;19.27;81.9
21/06/2019 22:40;82.2;81.275;85.0;18.82;84.2
21/06/2019 22:50;82.2;81.933;86.1111;18.58;85.4
21/06/2019 23:00;82.9;83.457;86.7778;18.56;84.5
21/06/2019 23:10;83.4;84.687;85.4;18.51;84.0
21/06/2019 23:20;83.4;83.986;83.5556;18.27;84.8
21/06/2019 23:30;84.2;84.0578;84.0;18.01;85.8
21/06/2019 23:40;84.6;85.2878;85.2;17.84;86.7
21/06/2019 23:50;85.4;85.5286;86.1111;17.56;87.3
22/06/2019 00:00;86.5;86.099;86.8889;17.28;88.2
22/06/2019 00:10;87.2;85.47;87.0;17.06;89.0
22/06/2019 00:20;87.1;85.771;87.8889;16.8;89.7
22/06/2019 00:30;87.8;85.908;88.0;16.57;90.3
22/06/2019 00:40;88.2;86.421;89.0;16.34;90.5
22/06/2019 00:50;89.0;86.805;89.0;16.13;90.9
22/06/2019 01:00;89.1;87.339;88.8889;16.03;91.0
22/06/2019 01:10;89.0;87.485;89.3;15.84;91.3
22/06/2019 01:20;89.9;87.6733;89.1111;15.73;91.4
22/06/2019 01:30;89.4;88.4244;90.0;15.64;91.8
22/06/2019 01:40;90.2;88.565;90.2;15.57;91.9
22/06/2019 01:50;90.5;88.0844;91.0;15.27;92.2
22/06/2019 02:00;92.1;88.073;91.8889;15.19;92.8
22/06/2019 02:10;92.4;89.1111;93.0;15.1;93.4
22/06/2019 02:20;92.6;89.4188;93.0;14.91;93.5
22/06/2019 02:30;93.0;89.3063;93.0;14.79;93.6
22/06/2019 02:40;93.6;89.312;92.125;14.68;93.6
22/06/2019 02:50;93.8;88.348;92.2222;14.67;93.9
22/06/2019 03:00;94.2;89.215;92.3333;14.84;94.0
22/06/2019 03:10;93.2;89.4213;91.2;14.92;93.5
22/06/2019 03:20;93.4;89.4125;91.0;15.22;93.7
22/06/2019 03:30;93.4;89.0811;91.0;15.29;93.2
22/06/2019 03:40;93.1;89.8038;91.0;15.41;92.6
22/06/2019 03:50;92.6;89.665;91.0;15.35;91.8
22/06/2019 04:00;93.0;89.822;91.0;15.26;92.0
22/06/2019 04:10;92.8;89.346;91.7;15.11;92.2
22/06/2019 04:20;93.0;89.085;93.1111;14.79;92.4
22/06/2019 04:30;93.9;89.247;94.4444;14.87;93.2
22/06/2019 04:40;94.6;89.47;95.9;14.78;93.6
22/06/2019 04:50;94.6;89.676;96.0;15.07;94.0
22/06/2019 05:00;95.4;90.338;95.3333;15.68;94.1
22/06/2019 05:10;95.0;90.427;94.0;16.19;93.1
22/06/2019 05:20;95.0;90.913;92.0;16.5;91.8
22/06/2019 05:30;94.3;90.418;90.5556;16.74;90.3
22/06/2019 05:40;92.5;89.842;90.2;17.18;88.9
22/06/2019 05:50;91.9;89.1378;88.3333;17.68;87.0
22/06/2019 06:00;91.2;89.065;87.4444;18.53;85.7
22/06/2019 06:10;88.6;88.665;84.5;19.05;84.0
22/06/2019 06:20;87.6;87.703;81.2222;20.06;83.2
22/06/2019 06:30;87.0;86.727;78.3333;21.09;77.4
22/06/2019 06:40;83.9;85.614;76.3;21.18;75.3
22/06/2019 06:50;81.5;85.049;74.5556;21.6;74.25
22/06/2019 07:00;78.7;84.257;73.1111;21.25;75.48
22/06/2019 07:10;72.0;82.821;71.5;22.75;68.86
22/06/2019 07:20;68.6;79.436;69.6667;22.42;70.86
22/06/2019 07:30;65.8;75.892;68.3333;22.16;65.66
22/06/2019 07:40;65.6;72.406;66.3;22.68;63.78
22/06/2019 07:50;64.6;68.852;63.2222;23.29;58.98
22/06/2019 08:00;63.4;65.051;61.3333;23.47;58.19
22/06/2019 08:10;61.2;63.352;58.4;23.3;58.66
22/06/2019 08:20;60.0;60.379;58.3333;23.93;56.89
22/06/2019 08:30;55.125;57.62;56.3333;24.06;56.16
22/06/2019 08:40;54.875;55.07;55.8;24.66;53.57
22/06/2019 08:50;54.0;54.384;54.4444;25.4;50.96
22/06/2019 09:00;52.5;52.097;50.6667;25.39;50.32
22/06/2019 09:10;51.5;50.555;53.1;25.74;48.39
22/06/2019 09:20;49.7;49.801;49.4444;25.96;48.21
22/06/2019 09:30;48.6;48.739;47.3333;25.88;47.03
22/06/2019 09:40;47.3;47.147;47.9;26.68;45.88
22/06/2019 09:50;46.1;46.042;46.1111;26.78;44.35
22/06/2019 10:00;45.0;44.521;45.5556;26.43;45.76
22/06/2019 10:10;44.0;43.844;46.1;26.47;46.72
22/06/2019 10:20;44.2;44.66;45.1111;26.36;46.72
22/06/2019 10:30;43.3;42.866;44.1111;27.22;45.38
22/06/2019 10:40;44.5;42.334;45.0;26.93;46.57
22/06/2019 10:50;43.3;43.976;45.4444;27.47;45.74
22/06/2019 11:00;43.5;44.031;46.6667;28.17;44.38
22/06/2019 11:10;44.3;46.062;46.0;27.98;44.28
22/06/2019 11:20;42.5;46.332;43.6667;27.28;44.68
22/06/2019 11:30;43.8;46.392;44.6667;27.81;43.9
22/06/2019 11:40;43.4;42.68;47.3;29.08;40.03
22/06/2019 11:50;42.2;41.522;46.7778;28.63;39.59
22/06/2019 12:00;41.0;40.218;45.5556;28.16;39.57
22/06/2019 12:10;41.6;40.654;43.3;28.15;39.76
22/06/2019 12:20;39.8;38.471;40.7778;28.62;38.24
22/06/2019 12:30;40.7;38.232;43.0;28.26;38.58
22/06/2019 12:40;41.5;37.085;42.6;28.44;36.25
22/06/2019 12:50;39.4444;36.153;40.5556;27.61;39.83
22/06/2019 13:00;37.5556;35.244;41.3333;28.69;36.44
22/06/2019 13:10;37.1111;33.86;38.1;28.58;36.0
22/06/2019 13:20;36.0;34.224;37.1111;28.66;35.25
22/06/2019 13:30;36.2222;32.8489;36.0;28.79;33.37
22/06/2019 13:40;34.4444;32.2344;35.9;29.03;33.47
22/06/2019 13:50;34.0;32.4267;36.1111;28.92;34.0
22/06/2019 14:00;34.1;32.2633;37.6667;28.85;35.97
22/06/2019 14:10;34.9;32.528;36.6;28.41;34.75
22/06/2019 14:20;34.0;33.682;37.5;29.32;33.69
22/06/2019 14:30;33.6;32.725;36.5556;28.56;34.61
22/06/2019 14:40;33.5;32.244;35.9;29.34;33.66
22/06/2019 14:50;33.1;32.473;35.5556;28.76;35.67
22/06/2019 15:00;33.3;33.53;35.5556;28.93;32.88
22/06/2019 15:10;34.1;33.404;37.4;28.94;35.46
22/06/2019 15:20;34.2;33.877;37.2222;28.73;36.45
22/06/2019 15:30;34.3;34.182;36.4444;28.95;33.57
22/06/2019 15:40;34.5;33.178;35.2;28.93;34.64
22/06/2019 15:50;33.3;33.532;35.4444;28.83;34.12
22/06/2019 16:00;33.4;33.326;35.5556;28.68;35.61
22/06/2019 16:10;34.1;34.513;36.7;28.54;35.92
22/06/2019 16:20;36.1;35.362;39.8889;28.35;37.43
22/06/2019 16:30;38.6;37.542;42.3333;28.12;39.13
22/06/2019 16:40;40.8;39.875;45.1;27.72;41.87
22/06/2019 16:50;43.0;41.012;46.7778;27.59;42.34
22/06/2019 17:00;43.0;40.769;46.8889;27.52;41.51
22/06/2019 17:10;44.1;42.331;47.5;26.86;43.61
22/06/2019 17:20;45.8;43.819;48.5556;26.52;45.0
22/06/2019 17:30;45.3;43.571;49.3333;26.79;43.7
22/06/2019 17:40;44.0;43.368;48.8;26.99;42.25
22/06/2019 17:50;44.3;42.266;48.2222;26.41;43.33
22/06/2019 18:00;45.4;43.139;48.2222;26.36;43.72
22/06/2019 18:10;45.2;44.302;50.6;25.86;45.79
22/06/2019 18:20;46.8;45.449;51.1111;25.94;45.46
22/06/2019 18:30;47.7;46.695;51.3333;25.4;47.25
22/06/2019 18:40;49.3;47.889;52.6;24.98;48.21
22/06/2019 18:50;50.4;48.95;53.6667;24.96;48.77
22/06/2019 19:00;51.6;49.268;55.0;24.7;49.78
22/06/2019 19:10;52.6;49.957;55.8;24.16;51.86
